,home_won
295560,1
132953,0
373682,1
118784,1
144054,1
271193,0
36993,0
131391,1
199505,1
378950,0
407298,1
216292,0
387680,0
297192,1
215840,1
166689,1
204173,0
177600,1
68334,0
214778,0
56149,1
148900,0
258661,0
390223,1
415860,0
386611,0
349620,0
147001,1
179073,0
215038,1
1600,0
87547,1
370903,0
332933,1
324932,1
159035,1
396229,0
50594,1
341364,0
307548,1
392607,1
43423,0
251582,0
118191,1
260033,0
164464,1
264593,1
176245,0
143413,0
122867,1
25776,1
356988,1
44705,1
225089,1
12664,1
39707,1
302717,1
211445,1
95789,0
206339,1
174524,0
26331,1
157939,0
399122,0
322068,1
51144,1
190586,0
410605,0
124510,0
269960,0
285080,0
116068,1
336671,0
56116,1
229961,1
101538,0
282823,1
344185,1
3699,1
410983,1
233855,1
409632,1
370777,1
316084,0
413400,0
323979,0
274954,1
349588,0
127684,1
197114,1
275086,0
299849,1
79716,1
181310,0
14551,1
372178,0
278690,1
395716,0
239993,0
65712,0
221564,1
159506,1
386442,0
253651,1
60711,1
32288,1
370090,1
155316,1
88628,1
185853,0
396964,1
390888,0
12770,0
363838,0
170888,1
193580,0
342290,1
231342,0
308043,0
96123,0
238907,1
190921,1
351763,1
29603,0
264813,0
91125,1
177793,0
292889,0
9169,0
385627,0
47917,0
186423,0
361390,0
190055,1
391410,0
342620,0
206231,1
118963,0
202405,0
155377,1
368725,0
195287,1
32642,0
189774,1
361834,1
107348,1
60156,1
174468,0
181219,0
3554,0
351500,0
2402,1
3690,1
46682,1
58179,1
207176,0
394684,1
364030,0
48098,0
401104,1
291364,1
2823,0
303734,1
303178,0
390042,0
67012,0
55546,1
50896,0
253340,0
403761,0
160220,1
63570,0
231937,0
35428,1
86504,1
17877,1
76170,0
97068,1
137945,1
263397,0
58038,1
199666,1
345200,1
53260,1
155497,1
219855,1
227996,1
220616,0
295823,0
277577,0
65821,0
412373,1
390255,1
185476,1
196096,1
142636,0
324618,1
232553,1
81341,1
237836,0
254570,1
86861,0
276234,1
118059,1
292497,0
306239,1
390605,0
372568,1
198111,1
375833,1
275313,0
257342,0
21411,0
217575,1
59926,0
200206,0
411625,1
379723,0
247463,0
20790,1
411506,0
41948,1
138053,1
287609,0
32117,1
347089,0
201018,1
329910,0
198398,1
264068,1
299971,0
313912,1
191193,0
275949,1
417410,1
239954,0
346623,1
247058,1
113464,0
309614,1
366406,1
381286,1
130397,1
357053,0
128523,0
386005,1
386976,0
111084,1
337974,1
310714,1
122948,1
61777,0
211858,1
320107,0
202205,0
124371,0
375708,1
84438,0
130975,0
38760,0
316406,1
6485,1
299224,1
336928,0
238905,1
304599,0
118396,1
42688,0
104023,1
363793,0
303447,1
195584,1
121293,1
73380,1
265954,0
231558,1
350960,1
220450,1
80518,1
418670,0
243557,0
155720,0
145079,1
162106,1
136397,0
331528,0
133786,0
125655,1
295960,0
180910,0
344024,1
115534,1
395258,0
40890,0
420165,0
36624,1
114043,1
154274,1
345154,1
357233,0
2355,1
359814,1
338193,0
165526,0
550,0
105395,0
107315,1
85244,1
371130,1
190911,1
65532,0
249417,1
287716,0
421871,0
253805,1
3457,0
350514,1
274583,0
393148,1
85150,1
317589,1
384763,0
246202,1
120139,1
302891,1
326656,1
243684,1
101887,0
9392,1
324511,1
57524,1
392832,0
19547,0
383143,1
410161,0
3662,0
212389,0
49957,1
70749,1
123878,1
314093,1
126356,1
194516,1
351288,1
248055,1
325559,1
101307,0
403512,1
419575,1
36606,1
65593,0
284457,1
387871,0
207939,1
89601,0
379336,0
221072,0
356879,1
223182,0
246330,1
291609,1
54128,0
395927,1
333129,0
229570,1
360163,1
212585,0
125008,0
185862,0
86001,0
384003,0
23869,1
154560,1
224861,0
44201,1
232113,0
348229,0
256460,0
309967,0
49070,0
249079,0
71978,0
350013,1
40325,1
12598,0
203302,0
157466,0
340059,1
49209,1
367345,0
382962,0
44124,0
294227,1
38380,1
57728,1
287105,1
58199,1
384617,0
413238,1
407580,0
375539,1
130034,0
137014,1
58591,1
302144,0
313519,0
227651,1
145717,0
131772,1
305691,1
293858,1
51716,0
170689,1
288234,0
267093,1
143828,0
311246,1
351938,1
75115,0
352147,0
203987,1
304641,0
330615,1
190042,1
16520,1
388818,1
2756,0
394846,0
236635,1
239191,1
210467,0
315169,1
152950,1
147651,1
287580,0
231123,0
125340,1
243679,1
285849,0
278330,0
66445,1
24402,1
274939,0
347980,0
293808,1
420336,0
219378,0
44438,1
83112,0
352580,1
224641,1
85002,1
373178,0
161302,0
72256,0
373684,1
374950,1
243611,0
104603,1
61383,1
13338,0
194226,1
339311,1
322916,1
404272,1
5754,1
249244,1
57477,1
319019,0
396342,0
365628,1
87193,1
363360,0
87444,1
374155,0
289392,1
210321,1
167872,0
399655,1
284003,1
319612,1
186474,0
137360,0
65464,1
197189,1
155439,1
91560,1
241583,0
314918,0
264054,1
104701,0
378427,1
413500,0
12396,1
344568,0
72678,1
333703,1
33720,1
153182,0
111254,0
407405,1
262166,1
230338,1
211651,1
352613,1
359319,0
93614,1
218764,0
408173,1
174400,1
248391,1
254195,0
251148,0
182250,1
200891,1
406669,1
297310,1
199637,1
377969,0
276601,1
104063,0
346060,1
34464,1
415731,0
403548,1
132461,0
329455,1
183581,0
101804,0
110794,0
316045,0
283772,1
19859,0
56621,1
291445,1
124144,1
399325,1
132130,1
354175,1
278986,0
4149,1
231119,0
281701,1
84328,0
386201,0
391416,0
193331,1
246891,0
7756,1
275280,0
314849,0
262143,1
196969,0
60998,1
12390,1
239001,1
344855,1
371364,1
406816,1
351095,0
366902,0
356978,1
90123,1
112027,1
258977,0
223123,1
5375,1
414774,1
254333,0
105068,1
200151,0
257154,0
321575,1
273947,0
361002,1
288761,0
340763,0
177303,1
336697,0
29725,1
397201,1
176922,1
385536,0
307216,0
381649,0
362772,0
283,0
194878,0
256659,1
46619,1
61055,0
334774,1
317997,1
339492,0
252642,0
105321,0
315603,0
420890,0
183479,1
260748,1
251468,0
148206,0
411310,1
371946,1
299564,1
403428,1
337783,1
221655,1
231793,1
221931,0
370383,1
223923,1
365336,0
126742,1
314776,1
280242,0
168061,0
202563,1
278722,0
223385,0
179713,0
192023,1
395652,0
217694,1
376081,0
37528,0
144254,1
24835,1
383191,1
127752,0
334183,1
165787,0
345470,0
187777,0
51344,0
88683,1
21286,0
67701,1
5671,0
301568,1
126228,1
132248,1
330919,1
277465,1
272938,1
235141,0
147155,0
289012,1
334397,1
296224,0
368218,0
379151,1
359307,0
10813,1
330527,1
207858,1
366757,1
403111,1
283779,1
20681,1
299712,0
12592,0
11744,1
1548,0
228005,1
15534,1
90028,0
215738,1
183051,1
280307,0
141713,0
183570,0
317435,0
50307,0
238975,1
84354,0
255118,0
128777,1
87606,1
25101,1
145117,1
398641,0
288387,1
56742,1
259474,1
299025,0
111873,1
243408,0
108034,0
201422,1
211495,1
398559,1
400318,1
404150,1
354583,0
253908,1
198452,1
173734,1
265034,1
242722,0
414886,1
246356,1
213635,1
223059,1
71322,0
275654,1
148982,0
231141,0
285592,0
247007,0
56896,1
109627,1
260115,0
124143,1
419020,0
138468,0
138116,0
261935,0
386003,1
267046,1
76179,0
253710,1
130977,0
253728,1
20752,1
394379,1
200909,1
214257,1
419428,0
343355,0
176959,1
81379,1
45317,0
380477,1
268307,1
335915,1
24536,0
28559,1
211467,1
296190,0
33447,1
395862,0
250067,1
96713,0
316606,1
81338,1
28269,1
146389,1
357818,0
81169,0
103253,0
368558,0
215796,1
406808,1
90348,0
307097,1
813,1
293630,1
47512,1
42304,0
288689,0
104852,0
258739,0
60145,1
199721,1
118902,1
123305,1
419610,1
94575,0
46640,1
73801,1
421503,1
344149,1
314251,1
12894,0
307526,1
38666,1
110852,0
54776,1
279647,1
96101,0
344623,0
174076,0
196830,0
237107,0
299798,0
336200,1
396413,0
41585,1
230298,1
233115,1
26343,1
392138,0
78640,1
371564,1
151214,0
204811,0
67645,0
294812,1
166276,1
172989,0
118175,1
94203,0
270703,1
403012,1
258511,1
240336,1
167145,1
299965,0
166386,1
31962,0
108028,0
48353,0
300861,0
382087,1
244616,1
384646,0
31702,0
400793,1
262318,0
338308,1
176930,1
220644,0
96008,0
230479,1
238141,0
195786,1
283943,1
237191,1
377619,1
325476,1
175578,1
304609,0
190758,1
372689,1
64760,1
369428,1
111980,1
375587,1
131880,1
23831,1
248411,1
67973,1
82727,1
324287,1
193403,1
287904,1
52821,0
193856,1
292306,0
200287,1
266650,1
249230,1
414207,0
307411,1
307973,1
387925,0
101931,0
365195,0
391231,1
214030,1
398042,0
114597,0
180715,1
286256,1
365096,0
119837,0
104279,1
204080,0
413863,1
4753,1
156315,1
146673,0
83226,1
294418,1
134030,1
76163,0
1889,1
395364,1
77553,1
115210,1
413287,1
111769,1
317202,0
377927,1
40544,1
3316,0
152628,1
289941,0
108286,1
311460,0
124162,1
259174,0
304869,1
41938,1
286887,1
229517,1
287104,1
125228,1
150119,0
242439,1
348013,1
350539,1
110481,1
366492,1
57021,0
207667,1
22181,1
82748,1
94416,0
418764,0
340384,1
295743,0
397272,0
243677,1
352812,0
4334,1
193072,1
54115,1
362888,1
415531,1
329947,0
421206,1
5987,0
365970,1
28632,0
187350,1
41272,0
240361,1
335253,0
135334,1
347884,0
56188,1
408427,0
154261,1
341429,0
262383,0
31852,0
251668,1
168685,1
13725,0
21642,1
368834,1
296770,1
294378,1
400258,1
348144,1
41245,0
33363,1
277236,0
384591,0
343996,1
50132,0
375672,1
408739,0
294563,1
304751,1
198021,0
194749,0
155536,1
255065,0
395672,0
18551,0
146013,1
175080,1
23268,0
289196,1
164175,0
280250,0
373644,1
5935,0
350520,1
368305,0
76684,1
149696,1
339526,1
301434,0
97670,1
201205,1
244819,0
233800,0
99337,1
224047,1
379453,1
203504,1
357344,0
76916,0
123475,1
202657,1
279535,0
336174,1
288453,1
178081,0
113739,0
141807,1
348076,1
380469,1
405868,1
179204,1
387838,0
330379,0
339626,1
138204,0
8151,1
42535,0
248210,0
379653,1
173560,0
276190,1
27005,1
118576,1
382960,0
59742,0
390081,0
364279,0
139173,1
105291,0
134237,0
400053,1
410516,0
166316,1
120977,0
158590,1
77021,1
250423,0
364926,0
56215,0
329714,1
39971,1
304506,0
108350,0
92221,1
214520,0
214980,1
74074,1
316864,1
407813,0
301156,1
258666,0
283417,1
227032,1
421775,0
403161,1
417907,1
207150,0
323469,1
71962,1
288725,0
282094,1
127461,0
311011,0
282415,0
201977,1
281682,1
253231,1
136474,0
107335,1
184558,1
119369,0
77414,1
332268,0
362717,0
378253,0
202436,0
322171,0
160148,1
107166,0
164063,1
112291,1
105189,0
286048,0
233747,0
252282,0
279738,1
367532,1
138246,0
414545,1
71573,0
322884,1
225113,1
274450,0
8365,1
285233,1
153684,0
304679,0
409728,1
380757,0
337003,1
316834,1
148452,1
61626,0
39690,1
122776,0
7636,1
55042,1
154422,1
349448,0
211489,1
52217,1
196763,1
156013,0
265095,1
342056,1
18444,0
16328,1
322820,0
272456,1
225806,1
385246,0
343374,0
236910,1
37419,1
121953,1
378386,1
289060,1
373263,0
147259,0
119051,1
269612,0
99377,1
29410,0
377960,0
110905,0
404500,1
245576,1
218056,0
251211,0
94829,1
353962,0
186872,0
115235,1
5669,0
82072,1
303007,1
146932,1
330726,1
341146,1
61335,1
82436,0
191565,1
216774,1
248003,1
214072,1
163414,0
3106,1
66777,1
242971,1
72275,0
192931,0
357438,0
126848,1
113052,0
407051,0
292870,0
386882,0
347405,0
271597,0
234280,1
395647,0
130081,0
107164,0
375210,1
206652,0
388172,0
130158,0
191392,0
18002,1
307086,1
13340,0
411663,1
96835,1
40405,0
220234,1
17331,1
110464,1
207420,1
75982,0
368670,0
265358,0
315745,0
79189,1
82236,1
24650,0
130824,1
19549,0
388279,1
96099,0
308904,0
61762,0
418192,1
110491,1
265049,1
137249,0
98249,1
329700,1
152876,1
240172,0
44433,1
146713,0
55282,0
354075,1
342897,1
298018,1
402372,1
229181,1
381186,1
14054,0
135770,0
92732,0
264091,1
402022,0
373243,0
267883,1
241556,0
300080,0
88367,1
119017,0
207603,1
131809,1
32105,1
66827,1
172720,1
406598,0
391001,0
393092,1
97168,1
76795,1
214655,0
98387,1
56862,1
139437,1
85055,1
123661,0
114499,0
400254,1
291575,1
46920,0
276142,1
313751,1
153654,0
53236,1
384628,0
340150,0
153759,0
196125,1
219633,0
253982,0
332172,0
198791,0
260083,0
171716,1
346745,1
257635,0
308983,0
351736,1
226998,1
6491,1
66049,0
380097,0
133524,1
54116,1
252347,0
178801,1
150834,1
349391,0
245509,1
15743,0
403589,1
128489,0
408267,1
233133,1
62545,1
132187,1
77725,1
188234,1
314222,1
146277,0
403084,1
138168,0
92557,1
183731,1
392091,0
12046,0
321938,1
105856,0
228834,0
367643,0
357296,0
98076,1
172530,1
184331,1
75752,1
186847,1
119521,0
30281,0
153912,0
367255,0
330991,1
310346,1
215141,0
263827,0
79236,1
398937,1
9108,1
44829,0
309667,1
74121,1
54346,1
392462,0
21942,1
96905,1
276845,1
78484,1
49549,1
188403,0
297710,1
371987,1
16590,0
94577,0
52689,0
270864,0
44604,0
205799,1
78404,1
219421,1
288205,0
382660,0
219278,0
291087,0
24805,1
125070,0
238824,1
351642,1
8157,1
33318,1
317532,0
150038,1
235408,0
287675,0
132445,0
80816,0
286762,0
145199,1
319050,0
112813,1
20544,1
284041,1
412559,1
37765,1
56186,1
168999,1
346348,0
241823,1
179942,1
261999,0
228218,0
95137,0
197243,1
91003,1
382265,1
85092,1
220156,1
100347,0
377091,0
312599,1
64064,1
18363,1
44430,1
371938,1
91007,1
89611,0
135192,1
110786,0
281011,1
126326,1
371966,1
17252,0
275900,1
207347,0
145385,1
13471,0
332864,1
195615,0
172201,1
264388,0
232787,0
308905,0
22403,1
264533,1
71109,1
232098,0
258913,0
300442,1
245977,1
89869,1
43079,0
292879,0
142261,1
360073,0
301444,0
142238,1
258225,1
14743,1
105932,1
303006,1
117262,1
146920,1
201870,1
256289,0
374532,0
63302,1
260344,1
260410,1
409760,1
324155,0
1928,1
132450,0
165968,0
419477,0
308957,0
90399,0
371982,1
132036,0
181303,0
68361,0
378630,1
414075,0
40613,1
315987,0
299494,0
89419,1
131712,0
417242,0
233286,0
249336,1
351848,1
371947,1
292779,1
359424,0
348174,0
238660,1
385400,1
324697,1
150900,1
196644,1
391810,0
122871,1
105815,0
310102,1
28584,1
185649,0
89978,0
234640,1
53841,1
307633,0
149769,0
358273,0
310649,0
417929,0
117137,1
411130,0
212861,1
393356,1
418739,0
115917,0
2741,1
204250,0
7307,0
340235,0
3547,0
254745,1
228732,0
148870,0
61107,0
313145,1
12482,0
397540,0
336211,1
313748,1
78117,1
240985,0
399880,1
24690,0
208100,0
390792,0
377043,0
222534,1
71902,1
28898,1
58510,1
1795,1
356828,1
101361,1
82652,0
15049,0
416471,1
13069,1
14829,0
282914,1
73185,0
327172,1
186511,0
367787,0
4930,1
325832,0
389438,1
17632,1
23499,0
56466,0
62760,1
30190,0
297016,1
183017,1
268470,1
301732,0
32997,0
220152,1
5016,1
291873,1
93212,0
342064,1
314875,0
279921,0
175154,1
198151,1
63946,0
55757,0
41679,1
251807,0
289547,0
119871,0
172203,1
7761,1
298737,0
131831,1
206068,1
379780,0
351745,1
100099,1
408847,0
56044,1
36383,1
415523,1
282540,1
141760,0
188365,0
60921,1
377542,1
170781,1
236369,0
146185,0
76088,0
351896,1
121740,0
387347,1
184325,1
315746,0
150422,1
253719,1
253171,1
356082,1
134286,1
306201,1
70160,1
209135,0
78515,1
399602,1
152749,1
15777,0
290221,0
120422,1
221822,0
196623,0
213072,1
121014,0
355584,1
192462,1
181944,0
247001,0
260123,0
406369,1
135444,1
351424,1
140340,0
256462,0
410817,0
264166,1
258935,0
395684,0
262498,0
234398,1
212137,0
163954,1
234588,1
102916,0
47439,1
300976,1
396213,0
271787,1
80351,1
44742,1
393301,1
128466,0
327325,0
209000,0
135226,1
254123,0
19835,0
269662,0
415512,1
176120,0
37092,1
271305,0
201116,1
100568,1
340715,1
415042,0
205046,0
100183,1
3388,0
141210,0
76099,0
283513,0
357533,1
266955,1
101792,0
193404,1
337660,1
216174,1
181260,0
172574,1
132295,1
60218,1
335972,0
154258,1
183928,1
314713,1
370445,1
218183,1
101962,1
356889,1
60212,1
281157,1
315289,1
372799,1
267979,1
54100,1
241595,0
396118,0
264669,0
372941,1
336578,1
98945,0
220176,1
146933,1
263061,0
354055,1
261980,0
87060,1
24499,0
190144,1
285245,1
201997,1
24110,1
186042,0
336582,1
71976,0
191244,0
114486,0
306086,1
278890,0
12206,0
88978,1
58926,0
260257,1
64105,1
48200,0
376182,1
336966,1
280362,1
173082,0
344820,1
185906,0
276919,1
190260,0
99516,0
68092,0
24560,0
308412,0
256376,0
183979,1
293887,0
349246,0
195963,0
173071,0
400401,1
211030,1
340168,0
78831,0
30980,0
400753,1
380592,1
107788,0
362120,1
59927,0
383944,0
188835,1
24682,0
159450,1
68240,0
325879,1
56058,1
257186,0
107088,1
1530,0
151867,1
381179,1
291016,1
60994,1
190354,1
49997,1
407426,1
63849,0
400233,1
179259,1
89425,1
164812,1
117011,0
67512,1
184757,1
7624,1
338528,1
334075,1
86535,1
185805,1
382927,0
89788,1
201384,0
82478,0
412295,1
210934,1
207236,0
139807,0
84535,1
110211,0
166317,1
97871,0
373854,1
102959,0
364104,1
256997,1
123332,1
192724,0
268703,1
194330,1
6077,0
382511,0
87643,0
307706,0
49392,1
86957,0
222594,0
19364,1
318025,1
284190,0
381121,1
398610,0
296666,0
10189,0
276135,1
132939,0
394076,0
171438,1
60274,1
219213,1
146603,0
32302,1
262676,1
370260,0
94877,1
365226,0
264549,1
53825,1
338938,1
180721,1
154227,0
224781,0
119624,0
203812,0
391341,1
358271,0
88779,1
8616,1
420571,0
42733,0
405879,1
375389,0
99351,1
59351,0
217347,1
421391,1
131080,1
413008,1
68378,0
314100,1
150898,1
262105,1
253221,1
274141,1
265382,0
45776,1
159370,1
313181,1
24712,0
12696,1
78804,0
184658,0
355603,1
367723,0
94813,1
227173,0
119491,0
274457,0
349561,0
317480,0
370062,1
188983,0
74072,1
264763,0
126088,1
297357,1
42525,0
195700,0
395303,1
269051,1
164530,1
373545,0
157678,1
171848,1
115194,1
206496,1
124165,1
46505,1
33960,0
408653,1
160601,0
158381,0
73013,0
9604,0
137952,1
402754,1
91500,1
49202,1
418162,1
91026,1
134198,0
161099,0
240955,0
67523,1
412440,1
215740,1
227617,1
124280,1
5606,0
342525,0
276008,1
269523,0
218019,0
42341,0
275336,0
4080,0
58159,1
218032,0
342047,1
109035,0
327921,1
363676,1
156575,1
104817,0
412742,1
60100,1
44016,0
145916,0
46094,1
263460,0
199164,0
144610,1
216734,1
265390,0
46332,0
404649,1
31614,1
146280,0
246723,0
217298,1
401328,1
121948,1
152777,1
118735,1
52996,1
200075,0
420103,0
316264,0
265101,1
157612,1
419920,0
138841,0
154539,1
101444,1
70664,0
57974,0
281877,0
389677,1
260060,0
95161,0
67909,1
58212,1
419331,0
84997,1
67342,1
141761,0
203014,1
157930,0
227442,1
56282,0
172059,0
167794,0
367715,0
112846,1
175324,1
11605,1
197354,1
378773,1
121199,1
162669,1
222496,1
245596,1
66284,0
125906,1
8531,1
34077,1
255570,1
405815,0
380716,0
309321,0
336421,1
78827,0
193853,1
234683,1
94625,0
20791,1
148269,1
399428,0
331346,0
8327,1
147840,0
120732,1
123275,1
64639,0
145790,0
305633,1
222915,0
135541,1
175028,0
402358,1
42128,0
238642,1
262648,1
343557,1
252195,0
144384,0
360813,0
54979,1
320143,0
267007,1
139605,0
217189,0
299557,1
250276,0
99127,1
132038,0
226080,1
123223,0
289914,0
35697,1
349093,1
147024,1
238608,1
244012,0
109328,1
153722,0
198283,1
106192,1
297808,0
193595,0
291826,1
111550,1
351040,0
244863,0
321629,1
325638,1
94185,0
195341,1
29522,0
95374,1
39831,0
350781,1
371302,1
291991,1
72992,0
305262,1
28827,1
205245,1
385340,0
57563,1
252369,0
387808,0
131067,1
400824,1
131692,0
114192,0
28752,0
109879,1
84849,1
237784,0
204293,0
227202,0
361994,1
71331,0
301032,1
47309,1
210293,1
285138,0
238358,0
182602,1
235005,1
71399,1
326874,0
31466,0
361015,1
92546,1
153757,0
195742,1
359936,1
157562,1
318030,1
375941,1
298358,0
374892,0
110591,1
217835,1
364721,1
416862,0
55010,1
230603,0
348468,1
106408,1
122880,1
28279,1
206358,1
247426,0
153567,1
229267,0
329310,0
374840,0
98658,1
42175,1
129513,1
222582,0
32137,1
402587,1
341833,1
395885,0
3794,1
347045,1
402940,1
416960,0
207671,1
14603,1
353625,1
36382,1
331935,0
10722,1
170747,1
246754,0
286217,1
356201,1
292726,1
389602,1
205123,1
361256,0
112769,1
164428,1
352213,0
243827,1
291050,1
298788,1
278402,0
268479,1
137292,0
418143,1
152743,1
856,1
347538,0
176463,1
213548,1
268571,1
318647,0
229596,1
300334,1
419460,0
412996,1
117340,1
3696,1
106868,1
411664,1
259188,0
175464,0
302079,0
147265,0
96200,0
403109,1
300790,0
207341,0
173140,0
50550,1
226180,1
134770,1
168333,0
180701,1
130339,1
38989,1
232908,1
25384,1
36242,0
294174,1
154027,1
276686,1
134932,0
177273,1
358348,1
98810,0
392518,0
92324,1
330685,1
144448,0
128562,0
177194,1
232118,1
180553,0
993,0
98179,1
340189,0
321039,0
121325,1
254397,1
353340,1
63049,0
293674,1
256426,0
16824,0
170556,1
84995,1
273330,1
214056,1
291701,0
29276,1
92058,0
84144,1
164775,1
356563,1
383962,0
189796,1
369332,0
1953,1
88417,1
14206,0
342236,1
363939,0
178297,0
306401,1
238325,0
260627,0
199524,1
85255,1
152150,1
221255,0
103634,0
296407,1
166259,1
21003,1
299906,1
70756,1
374723,0
96708,0
131156,1
58815,0
63521,1
25624,1
346854,1
391594,0
226674,0
37463,0
83214,1
219449,1
164702,1
332471,1
216795,0
90018,0
124493,0
143975,0
372105,0
40800,0
301248,1
300180,1
150923,1
378205,1
1327,1
88838,1
40916,0
270069,0
262622,1
143179,1
177632,1
33080,0
366098,0
298420,0
1522,0
86917,0
101012,1
234245,0
10197,0
186712,1
415159,0
343233,1
248382,1
22015,1
121282,1
271619,0
75389,1
325330,0
276012,1
215446,1
92502,1
408989,1
350617,1
125917,1
363825,0
47656,0
194772,0
91830,1
344625,0
330569,1
3406,0
83873,0
44992,1
336780,0
232881,1
373078,0
201414,1
202810,1
262738,1
381954,0
206701,0
302358,0
187572,0
291942,1
240273,1
300292,1
380484,1
166088,1
286552,0
3412,0
213773,1
406894,1
158253,1
354846,1
53138,0
80825,0
94565,0
265831,1
197416,1
326154,0
374744,0
149605,0
18166,1
105558,1
16073,1
239540,1
13101,0
81292,1
64900,1
146493,0
361360,0
112725,1
60098,1
325954,1
44375,1
220880,0
255638,0
30058,1
192741,0
293976,0
303922,0
145562,1
116893,1
6534,1
153636,1
295049,0
256362,0
335034,1
211560,1
161916,0
190782,1
73327,1
231570,1
219246,1
125622,1
403411,1
72599,1
166070,1
198100,1
154114,0
193016,0
77375,1
308235,0
21669,1
32692,0
293613,1
189191,1
119240,0
330908,1
53120,0
278191,0
352856,0
75444,1
63703,0
270062,0
282107,1
144594,1
287980,1
269341,1
158995,1
207576,1
79429,0
164441,1
358033,1
187672,0
204290,0
196815,0
375716,1
11800,1
340840,0
193589,0
420847,0
331243,0
57146,1
399565,0
331410,0
44578,0
282806,1
217272,1
308104,0
330290,1
146457,0
88997,1
105265,0
40491,0
290449,1
215226,0
26841,1
258413,1
108792,1
180053,1
147987,1
133184,1
281152,1
235022,1
7483,1
393833,0
416785,0
316698,1
298144,0
12435,1
150471,1
231579,1
154656,1
209238,1
45733,1
411691,0
175072,1
359600,1
350349,1
160558,1
172980,0
6549,1
56344,0
242750,0
196477,0
366132,0
356815,1
356973,1
218909,1
415299,0
312164,0
154659,1
406642,1
253515,0
278257,0
302926,1
107972,0
128949,1
302922,1
263359,1
341627,1
29972,1
101390,1
155003,0
419029,0
361876,1
331330,0
330978,1
42634,0
314079,1
125451,1
394083,0
417842,1
109390,1
163465,0
13579,1
55904,1
304580,0
154295,1
228943,1
207431,1
220415,1
21117,0
240962,0
230494,1
339757,1
60623,1
282752,1
200665,1
350632,1
35361,1
95462,1
362861,0
130168,0
8279,1
384671,0
379517,1
246312,1
32011,1
203907,1
8666,1
357722,1
148677,0
411476,0
35824,0
84398,0
90767,1
373723,1
50558,1
113755,0
351704,1
197988,0
69524,0
358328,0
296878,1
389123,1
292690,1
36474,0
92892,1
239228,0
378916,0
143984,0
164941,0
60855,0
38456,1
321392,1
250829,0
400952,1
162296,0
174303,1
410457,0
135091,1
243613,0
52729,0
75006,1
119499,0
127502,0
258682,0
69408,0
364767,1
161907,0
321745,1
248825,1
236721,1
416258,0
246014,1
241648,0
37932,1
220279,1
152607,1
148453,1
18675,0
74317,0
219599,0
131106,1
48167,0
378845,0
392654,1
164457,1
392514,0
225861,1
307203,0
415152,0
118479,1
109769,1
201126,1
146332,1
305728,1
22930,0
227841,1
144031,0
170921,1
414771,1
284045,1
28416,1
319365,0
287873,1
67515,1
159813,1
380981,0
69410,0
366208,1
115909,0
326217,0
352163,0
26748,0
54429,1
84619,1
329226,1
150484,1
552,0
330358,0
185687,1
340861,0
287711,0
193742,0
405530,0
338855,0
261630,1
28742,0
273543,0
13872,1
368925,1
61824,0
291958,1
292630,1
133923,1
234452,1
153856,0
408213,1
333100,0
230221,1
407582,0
333142,0
174238,0
367010,0
196646,1
75395,1
32825,1
344846,1
30514,0
9045,1
355287,0
133615,0
2620,1
129202,1
203174,0
347101,0
305258,1
251274,0
226269,1
321199,0
303219,0
47585,1
320763,0
2211,0
409196,1
54062,1
305341,1
230476,1
139729,1
16878,1
167130,1
171124,0
385712,1
74403,0
56939,1
306812,0
136202,1
118604,1
297186,1
319375,0
65651,0
281667,1
58506,1
410953,0
159031,1
352984,1
364521,0
402889,1
291876,1
281925,1
134835,1
308732,0
105761,1
45756,1
186647,1
255703,0
337466,0
198870,0
395591,0
239329,0
179322,1
184344,1
155128,0
184651,0
338165,0
77201,1
60622,1
396425,0
365358,0
185723,1
165103,0
352451,1
16496,1
391301,1
235986,1
4685,0
125483,1
60074,1
147664,1
420507,0
361264,0
280136,1
137792,1
208376,0
326499,1
193813,1
104921,0
143774,0
369634,1
33734,0
246784,0
233346,0
102644,0
138877,0
117560,1
385318,0
379391,1
160071,0
108801,1
265813,1
347536,0
11942,1
243224,0
317939,1
297613,1
212161,0
180141,1
375604,1
247009,0
160764,1
118856,1
3490,0
146107,1
54910,1
285262,1
366597,1
261451,0
364277,0
202845,1
277566,0
190925,1
208766,0
197204,1
394260,1
262809,1
276483,1
14784,1
192421,1
52246,1
141526,1
251946,0
189231,1
112310,1
310039,0
22127,1
279336,0
75274,0
361788,1
366706,1
6548,1
260162,1
40310,1
66736,1
117880,0
418157,1
35355,1
231853,0
341606,1
418101,1
198453,1
8237,1
378649,1
82743,1
407290,1
272563,1
349466,0
386296,1
71842,1
57112,1
25578,1
309577,1
69336,1
58153,1
276031,1
358792,0
240094,0
339667,1
345462,0
416828,0
25604,1
371206,1
123915,1
7898,0
196182,1
51399,1
168713,1
68624,1
275751,1
101809,0
252247,0
181021,1
73772,1
11433,1
409059,0
382086,1
21301,0
398153,1
284219,0
110335,1
50427,0
92803,1
16770,0
165955,0
248502,1
382961,0
50163,0
193631,0
328554,0
143593,0
189957,1
410738,1
64429,1
260276,1
299708,0
215816,1
24913,1
406781,1
259070,0
309817,1
292757,1
145774,0
167386,1
86767,1
281394,1
170746,1
373177,0
112035,1
401647,1
157258,1
180223,1
372803,1
126689,1
140152,0
352114,0
91631,0
52291,1
219155,1
189974,1
280203,1
389817,1
136949,1
350061,1
327204,0
137791,1
