,home_won
213892,1
362819,0
70332,0
46046,1
389109,1
418746,0
216757,1
359467,0
291061,0
72766,1
80959,0
243945,1
214234,1
320718,0
1041,0
343811,1
300988,1
388814,1
133070,0
180781,1
268595,1
301699,0
216798,0
108304,1
307349,0
405120,0
310204,1
129051,0
255034,0
150105,0
177332,1
155094,0
83340,0
336811,0
172212,1
419303,0
367564,1
247971,1
361921,1
411099,0
319641,1
406800,1
161172,0
380226,1
223425,0
314375,0
108296,1
43765,1
27345,1
376493,1
62391,0
113821,0
339743,1
10224,0
321435,1
347119,0
69149,0
321847,1
409207,1
392803,0
289820,0
102266,0
381838,0
287703,0
235430,0
257288,0
10317,0
417235,0
407815,0
204245,0
37223,0
256558,1
176732,1
79597,0
168398,0
41860,1
237481,1
334248,0
99861,1
321685,1
259051,0
392869,0
78443,1
420360,0
206333,1
191158,0
260085,0
74208,0
246995,0
177138,1
374620,0
294023,0
103391,0
48496,1
152426,1
291240,0
148490,1
403366,1
180413,0
405099,0
66313,0
259360,0
60792,0
159559,1
106051,1
4374,1
46191,0
142989,0
267567,0
396168,0
275204,0
303903,0
348460,1
282683,0
393084,1
151180,0
30721,0
182084,0
186866,0
26631,0
305199,1
257466,0
225529,0
169890,1
280475,1
298621,0
101928,0
109248,1
34218,1
153554,1
64909,1
406388,1
197349,1
176956,1
394804,1
70750,1
393223,1
82624,0
13971,0
410705,1
401610,0
315023,1
353551,1
48444,0
349109,1
103108,1
420283,0
282357,0
292571,1
219984,0
361536,1
126779,1
66184,1
136769,0
187550,0
205360,1
90954,1
352972,1
214409,0
139009,1
160894,1
56965,1
194542,1
349988,1
67524,1
120434,1
143320,0
12965,1
276795,1
318847,0
102216,1
275846,1
100053,1
81509,1
147753,1
221523,1
20738,1
415344,0
365796,1
271519,1
43887,1
330555,1
78065,0
79213,1
258811,0
55739,0
264830,0
245585,1
240841,1
89058,1
142312,1
366468,1
111140,1
217860,1
210444,0
292329,0
51618,1
216464,1
365380,0
220115,1
188709,0
225365,0
78056,0
21743,1
229398,1
150018,1
137408,0
217093,0
314716,1
421754,1
294523,1
310246,1
34226,1
320226,0
135526,1
162724,1
349099,1
417923,0
221361,0
80977,0
334317,0
410830,0
215508,1
385486,1
17386,1
139411,1
329612,1
261115,0
321980,1
284848,0
277453,1
31895,0
330029,0
44841,0
284810,0
246497,1
175960,1
332977,0
45750,1
407578,0
409561,1
264428,0
285403,1
72439,0
374750,0
33700,1
410697,1
129622,1
298965,0
275869,1
146579,0
343234,1
74977,1
379707,0
134402,0
89246,0
167851,0
100986,1
412762,1
86663,1
283492,1
278217,0
338890,0
25805,1
211129,1
18715,0
82235,1
415162,0
332972,1
376774,0
403061,1
154325,1
419517,0
104309,1
339539,1
247742,0
126165,1
94219,0
241749,0
185137,0
376169,1
6751,0
337787,1
172412,0
232629,1
167150,1
230375,1
36409,1
56048,1
419417,0
94691,0
364575,0
244281,1
88108,1
185321,1
239952,0
414662,1
295677,0
217961,0
285901,1
172626,1
292566,1
125868,1
294480,1
412002,1
45286,0
386943,0
341028,0
103939,1
114966,1
342939,1
151567,0
315154,1
409577,1
193121,1
368116,1
67865,1
271016,0
198183,1
27267,1
284161,0
148562,0
344908,0
198946,0
131431,1
329647,1
43747,1
362202,0
288490,0
210331,1
356880,1
32156,1
368991,1
231249,0
64469,1
197614,1
100556,1
234960,1
331357,0
288847,0
5087,1
58096,1
267650,0
336348,0
400906,1
166384,1
56124,1
331945,1
403005,1
187809,0
346298,0
237531,1
112642,1
414042,0
61048,1
49926,1
260647,0
405900,1
54457,1
262858,0
41072,0
264322,0
380945,0
343089,0
143274,1
286528,0
156859,1
253676,1
12331,1
97501,1
111333,0
402328,1
97821,0
184750,1
399322,1
389577,1
296236,0
400897,1
27887,1
64009,1
6523,1
187075,1
136439,0
349382,0
69892,1
55043,1
154836,1
40417,0
227102,0
35418,1
90292,0
391197,0
244806,0
354284,1
19736,0
418209,1
190271,0
394741,1
323746,0
250645,0
28458,1
278727,0
241723,0
226807,0
398097,0
175197,1
259480,1
158371,0
195887,0
24828,1
209139,0
280688,0
311283,1
396016,1
238158,0
116913,1
16150,1
314190,1
90364,0
14069,0
61929,1
68400,0
120322,1
115085,0
153395,1
282733,0
84864,1
385795,1
196043,1
83230,1
25549,1
192826,0
178457,0
243263,0
44605,0
84365,0
166287,1
285336,1
230866,1
141670,0
48351,0
251611,0
351993,1
141268,0
817,1
136677,0
36834,0
36843,0
326598,1
104181,0
178442,0
127905,0
347126,0
132056,0
310348,1
84959,1
412894,1
93412,0
79106,1
373839,1
134890,0
397268,0
401302,1
209506,1
272090,1
223613,1
139332,1
310658,0
851,1
378927,0
271306,0
384889,0
362769,0
192757,0
13193,0
101343,1
13687,0
133165,1
434,1
377143,0
279221,1
382608,0
343560,1
307555,1
327557,0
47954,0
202167,0
247280,1
23160,1
255395,1
255657,0
164706,1
274726,1
57957,0
285525,0
405473,1
219035,1
183381,1
40254,1
286283,1
98246,1
99401,0
73918,1
285570,0
305078,1
257412,0
98130,1
63620,0
255472,1
228647,0
161991,1
19806,0
341689,1
382245,1
20729,1
346469,0
317471,0
67149,1
40723,0
60782,0
120642,0
232806,0
403137,1
198418,1
202222,1
333312,1
169889,1
216967,1
223449,0
310717,1
180537,0
397357,0
5046,1
204144,0
372759,1
290069,1
255214,0
148810,0
38646,1
39473,0
330221,1
246624,1
232589,1
165703,1
124236,1
321201,0
204960,0
94390,0
108525,0
326146,0
251176,0
124323,1
101815,0
26225,1
362113,1
397602,0
214458,0
174535,0
78992,1
405718,0
200451,1
82245,1
185701,1
96893,1
134447,0
273313,1
62471,0
34496,1
21847,1
63351,1
279870,1
138551,0
80251,1
31919,0
93394,0
291,0
295162,0
135971,0
18494,0
139851,0
162235,1
200283,1
333879,1
418681,0
304923,1
415329,0
284111,0
163330,0
420731,0
41737,1
153584,1
222508,1
389440,1
380278,1
181465,0
31493,0
364052,0
120407,1
229112,1
333268,0
245711,1
129315,1
211187,1
72357,1
160195,1
155499,1
183771,1
384991,1
403228,1
384680,0
397109,1
243813,1
14766,1
324648,1
235483,0
26043,0
33784,0
53243,1
301348,0
404158,1
293992,0
356589,1
154840,1
118713,1
123712,0
310548,0
151034,1
294393,1
159484,1
59690,1
198990,0
86056,1
337206,0
275187,0
89742,0
298071,0
319311,0
26402,0
127815,0
62709,1
328308,0
406186,0
367088,1
297515,1
249694,1
270504,1
123180,0
21791,1
375807,1
103535,1
144397,0
236593,1
107987,0
43159,1
127916,0
131470,0
6401,1
340625,1
243678,1
409960,0
253385,0
234037,1
112006,1
314460,1
342532,0
146205,0
78945,1
292833,1
151667,0
31222,0
349998,1
250535,0
108990,0
141626,0
24865,1
218881,1
398579,0
24100,1
120265,1
83309,0
404802,1
194958,0
346979,1
9024,1
184551,1
255300,1
51007,0
16899,1
49299,1
57841,1
185159,0
202652,1
130632,0
44099,0
358729,0
100063,1
179336,0
55589,1
159406,1
11461,1
110047,1
291762,0
315788,0
298906,0
318325,0
306363,1
180997,0
71064,1
267795,1
344228,1
293341,1
215014,1
161578,1
271119,0
195848,1
50373,0
89389,1
186449,0
157964,0
204368,0
50107,0
23007,1
126608,0
252983,1
268643,1
401125,1
147911,0
12868,0
83433,0
194767,0
292849,0
742,1
59645,1
225708,1
288228,0
194456,1
135685,0
310820,1
417672,1
229834,1
176250,0
196523,0
248301,1
377994,0
145192,1
171070,0
84197,1
293272,1
240470,1
33330,1
207632,1
36263,0
6369,1
73614,1
376530,1
8628,1
115735,1
368721,0
371039,0
193322,0
209542,1
150737,1
2559,0
327330,0
284097,0
373277,0
251984,0
158830,1
225000,1
109404,1
356774,1
295832,0
395021,0
341909,1
255738,1
56646,1
191791,1
340599,1
68699,1
401851,0
57570,1
134776,1
166354,1
5593,1
112653,1
98235,1
123374,1
358144,1
385597,0
35708,0
168684,1
134604,1
65069,0
262445,0
287730,1
113527,0
318583,0
17771,1
58503,1
358345,1
383031,1
215820,1
11060,1
390934,0
16869,1
232642,1
294192,1
47982,0
297699,1
390533,0
198539,1
205643,1
15261,1
332338,0
124881,0
89854,1
228018,1
358073,1
339507,1
208012,0
269438,1
168426,0
203150,0
202995,1
18749,0
221238,0
166153,1
295699,0
215241,0
210207,0
183469,1
384631,0
364248,0
252731,1
325854,0
173884,1
156921,0
143743,0
336039,0
410358,0
208339,0
329029,1
107969,0
134689,1
347130,0
375104,1
111800,1
326780,0
189309,1
140350,0
339414,0
406523,0
394381,1
10077,1
214157,1
379598,1
226441,0
38750,0
48193,0
322740,0
370544,1
130235,0
26806,0
206689,0
239833,1
160636,0
367120,1
363380,0
334913,1
199959,0
225833,1
324388,1
370299,0
332239,0
192791,0
288724,0
143445,1
375263,0
219322,0
266704,1
186181,1
192011,1
148191,0
83975,0
214935,0
333944,1
352438,1
106006,1
94549,0
237121,0
17073,1
191397,0
97571,1
196564,0
343186,1
186988,0
356849,1
75493,1
334860,1
56141,1
172174,1
214541,0
276990,1
5853,1
187235,1
333866,1
297120,1
242169,1
354592,0
91572,0
361423,0
95214,0
50204,0
270149,0
178797,1
320603,1
289297,1
172923,1
304509,0
235923,0
59498,0
280951,1
38658,1
421161,1
172342,0
241340,0
363339,0
151211,0
67469,1
347424,0
239094,1
373971,1
135219,1
137584,1
244489,1
419377,0
271697,1
300752,0
134387,1
184828,1
340164,0
103437,0
51928,0
14867,0
112384,0
373747,1
158723,1
55968,1
411180,0
202401,0
50703,1
153093,0
335830,1
10693,1
215630,1
72654,1
349791,0
240658,1
193777,0
184755,1
354952,0
371683,1
405451,1
42083,0
38493,1
226909,0
331453,0
129964,0
212555,0
292963,0
7147,1
21964,1
200498,1
367648,0
5616,0
388242,1
64194,1
134564,1
317517,0
234213,0
315833,0
191288,0
397935,0
393987,0
344132,1
79021,1
285120,0
69022,1
312713,1
293827,1
288433,1
51261,0
358765,0
311508,0
216346,0
421685,1
65995,0
289699,0
163774,0
96618,0
88481,1
173018,0
114242,0
90149,1
323013,1
135024,1
299409,0
13962,1
300550,1
122125,1
134734,1
242738,0
279288,1
409045,0
414633,1
110341,1
319911,1
348392,0
209808,1
57106,0
135101,1
9179,0
304993,1
74674,0
105604,1
184197,1
281377,1
158984,1
362094,1
86916,0
333017,0
333068,0
285777,0
77203,1
336647,1
144070,1
80908,0
56300,0
124577,0
418245,0
174974,0
204500,0
403406,1
387294,1
228707,0
350922,1
332506,1
332905,1
66940,1
412479,1
419657,1
88653,1
346568,0
97190,1
368400,1
384259,0
18570,0
256991,1
417426,1
372121,0
387617,1
370508,1
139588,0
255346,1
287043,1
415010,0
376990,0
345967,0
186726,1
163079,1
321507,1
169127,1
340485,0
192489,1
130346,1
2664,1
315399,0
217808,1
363407,0
421141,1
2249,0
389306,1
89071,1
322806,0
70326,0
128427,0
216457,1
99783,0
354039,1
391628,0
370798,1
110992,0
116993,0
407567,0
403956,1
94955,0
400292,1
110642,1
47371,1
72021,0
233976,1
346050,1
193695,0
215481,1
237884,0
129209,1
302155,1
80238,1
160468,1
22447,1
40316,1
412941,1
281900,1
293166,1
70441,1
87549,1
259829,1
226536,1
54326,1
186874,0
114979,1
81332,1
104866,0
289183,1
156409,1
353938,0
123851,1
391652,0
87210,1
247485,0
316697,1
272964,1
184604,0
59183,0
300783,0
155009,0
95595,0
391814,0
403633,1
55355,1
366345,1
344286,1
42132,0
53751,1
262920,0
25370,1
71778,1
362588,0
182860,1
95656,1
169943,1
53842,1
55066,1
9027,1
337899,1
332236,0
258305,1
222387,1
78439,1
164909,0
59431,0
66403,0
150603,0
394266,1
382860,1
111118,1
259819,1
64708,1
41788,1
39818,0
153035,0
99236,1
322863,1
263813,0
315251,1
84381,0
211167,1
48370,0
75970,0
18309,1
30846,0
57143,1
79144,1
309112,1
156229,1
216155,1
365388,0
339511,1
326724,0
89878,1
207539,1
5814,1
409819,1
177158,1
309877,1
194463,1
14632,1
261024,0
68302,0
368724,0
262731,1
257599,0
382685,0
358095,1
306065,1
302545,0
190315,0
388196,0
2019,1
37656,1
183675,1
64574,0
151533,1
299595,1
218753,0
81016,0
262881,0
185093,0
132574,0
166240,1
248219,0
246907,0
317855,1
50324,0
122885,1
195654,0
259049,0
143807,0
53493,0
324396,1
272842,0
260148,1
218918,1
248526,1
220805,0
360870,1
161960,0
273877,0
377365,1
91561,1
150520,1
361003,1
182965,0
287942,1
4519,0
295562,1
25723,1
237723,0
6353,1
181837,0
336964,0
233035,1
377025,0
328666,0
330560,1
3523,0
199896,0
67937,1
312153,1
123717,1
312992,1
187954,0
3806,1
3466,0
271804,1
401772,0
127399,1
137741,0
156382,1
261598,0
274502,0
323719,1
366944,0
388486,0
344589,0
135784,0
399785,0
300307,1
376532,1
389688,1
60888,0
9626,0
278651,1
343103,0
81080,0
113273,0
386159,0
127441,0
271110,0
122477,0
63801,0
154358,1
96531,0
339685,1
154589,1
185347,1
336294,0
180792,1
28825,1
9579,0
310166,1
59557,1
69641,0
68206,0
294112,0
377327,1
175894,1
57535,1
320136,0
111969,1
353000,1
199383,1
8143,1
316326,0
172229,1
98218,1
319359,0
381224,1
186908,0
416459,1
49103,0
35179,0
3933,1
391656,0
258601,1
182714,1
213609,1
378590,1
146361,1
75220,0
303579,1
277691,1
111402,0
393730,0
136824,0
418782,0
94924,0
283487,1
13086,1
94243,0
379792,0
89467,1
150642,0
34561,1
238218,0
221664,0
71503,1
38351,1
168182,1
15549,1
76166,0
86859,0
25586,1
392618,1
275004,1
176948,1
48097,0
122861,1
225424,0
342886,1
245943,0
349526,0
122934,1
4440,0
418969,0
126246,1
46436,1
386991,0
107803,0
109624,1
278650,1
289570,0
271554,0
384202,1
303619,1
322995,1
115644,1
259824,1
357192,0
117801,0
297017,1
49537,1
108073,0
308129,0
146414,1
244487,1
384517,0
392846,0
231756,1
131581,0
222169,0
361452,1
56509,1
208621,0
227791,0
87598,1
200543,1
416236,0
293751,1
282077,1
248952,1
257519,0
156226,1
43318,0
142000,1
363173,1
36278,0
403026,1
102857,1
154749,1
218907,1
5815,1
375706,1
346764,1
410691,1
238557,1
302932,1
359091,1
49983,1
261082,0
115274,1
206357,1
120031,0
381604,0
403921,1
358270,0
370086,1
386529,0
42748,0
360810,0
343050,0
160501,1
290925,1
201996,1
31793,0
376649,1
104491,0
329180,1
25455,1
146906,1
303936,0
161033,1
113897,1
233505,1
82277,1
391221,1
56889,1
124912,0
46851,0
98129,1
150766,1
380665,0
44431,1
169007,1
161342,0
143600,0
85593,0
329334,0
286597,0
103787,1
191362,0
153543,1
45115,0
288084,1
238952,1
419753,0
18205,1
392958,1
136547,1
357557,1
36142,0
160318,0
231241,0
60231,1
345053,1
117395,1
142797,0
412658,1
110019,1
134571,1
357705,1
298134,0
238878,1
242967,1
276713,1
140871,1
198707,0
39363,0
51599,1
273322,1
231390,0
67552,0
209599,1
273750,1
353613,1
176717,1
364591,0
284817,0
49383,1
304866,1
120598,0
9130,0
408621,1
399632,1
341035,0
230846,1
42323,0
379972,1
217765,1
227012,1
191672,0
330296,1
197777,0
229855,1
213334,0
168177,1
126316,1
159881,1
239856,1
121755,0
164563,0
134652,1
107867,0
25681,1
139308,1
103716,0
359415,0
87886,0
393480,1
411456,0
346400,0
67517,1
214767,0
370162,1
82701,0
292367,0
73061,0
4731,1
224143,0
357752,1
336598,1
9785,1
95976,0
353957,0
358695,0
87777,0
322219,0
231258,0
100455,1
142500,1
193176,0
303123,0
339897,1
135407,1
314601,0
505,0
54922,1
12463,1
173149,0
125704,0
70941,0
121573,1
203673,0
170895,1
309298,0
287116,1
38538,1
289654,0
51221,1
380767,0
148757,0
293221,1
61164,0
315612,0
320321,0
160829,1
223652,1
308965,0
83215,1
84656,1
201138,1
72348,1
19749,0
291957,1
281331,1
125621,1
239345,0
174843,1
361775,1
299091,0
370713,1
8152,1
92459,1
376645,1
363214,1
296572,0
328202,1
130701,0
118008,1
304593,0
255767,1
186862,0
226517,0
328883,1
26683,0
155666,0
198315,1
37573,0
196947,0
271001,0
360682,0
131175,1
52184,1
42256,1
130685,0
163497,0
405585,0
67297,1
237611,0
8262,1
357062,0
75399,1
23203,1
147281,0
176058,1
138677,0
387657,0
174964,0
31521,0
161305,0
318118,0
234943,1
239660,1
211953,0
339433,0
27347,1
66807,1
382531,0
366306,1
107790,0
62579,1
76202,0
141248,0
75016,1
148955,0
313314,0
104971,0
388771,1
406151,0
102263,0
319249,0
34157,1
28950,1
241696,0
190645,1
132201,1
194449,1
126291,1
253653,1
295082,0
194297,1
112645,1
383300,1
63236,0
90008,0
71732,1
148133,0
300901,0
363409,0
65000,0
127457,0
265543,1
218366,0
62429,0
52094,1
5277,0
349383,0
238799,1
101008,1
400629,0
352548,1
292869,0
142563,0
46909,0
300591,1
243674,1
301525,0
149547,0
295962,0
80289,1
82135,1
399153,0
230566,0
197362,1
229871,1
337167,0
103092,1
277926,0
333208,0
1969,1
248868,1
262784,1
211316,0
294959,1
251795,0
331027,1
368196,1
184812,1
43017,0
46563,1
399269,0
117816,0
3828,1
24192,1
328905,1
353981,0
176869,1
149856,0
114924,1
209272,1
313355,0
411414,0
114543,0
173650,0
205941,1
374428,1
414912,1
323915,0
255292,1
37649,1
10833,1
144340,0
122014,1
342376,1
205639,1
175037,0
86084,1
255458,1
169822,1
72163,0
290304,1
372779,1
57104,0
264227,0
381376,1
26985,1
258700,0
250962,1
344524,0
268013,1
325010,1
338418,1
46694,0
153911,0
270589,1
265139,1
7780,1
193904,1
263440,0
81662,1
333947,1
417811,1
331941,0
125222,1
140688,0
141697,0
296621,0
400560,0
33872,0
38951,1
202662,1
368849,1
414107,0
155176,0
126861,1
392881,0
325313,0
366040,1
305412,1
362239,0
334022,1
382968,0
84899,1
376297,1
408129,1
341170,1
16540,1
329796,0
419556,1
119886,0
155726,0
98723,1
319115,0
366674,1
237803,0
398695,0
378670,1
57448,1
407011,0
403375,1
228673,0
151081,1
200409,1
67038,0
399212,0
18975,1
227946,1
406524,0
10246,0
44012,0
389088,1
167184,1
383782,0
88540,1
31084,0
379706,0
184726,1
77723,1
189028,0
366978,0
315238,1
196658,1
395286,0
254495,1
413352,0
360078,0
358234,0
53212,1
419768,0
382242,1
264146,1
17867,1
42796,0
223244,0
416304,0
241434,0
241041,1
121894,0
6842,0
191352,0
390297,1
201684,1
146459,0
209079,0
139685,1
246074,1
40047,1
91722,1
325298,0
197338,1
86457,1
325748,0
2892,0
182298,1
222895,0
164882,0
213906,1
69818,1
407167,0
205426,0
329433,1
158408,0
129714,0
72062,0
151446,1
347586,1
159018,1
259741,1
280089,1
359351,0
393907,0
390142,0
331321,0
383104,1
26669,0
261030,0
29406,0
101218,0
170458,1
249146,0
9632,0
129620,1
90417,0
151471,1
74202,0
383309,1
296410,1
273827,1
117252,1
244290,1
126215,1
148226,0
13487,0
118814,1
356156,1
416983,0
247192,1
113342,0
322753,0
259010,0
277895,0
216812,0
302029,0
420460,0
18424,0
200556,1
35706,0
382637,0
178151,0
20475,1
352280,0
401043,1
406406,1
31217,0
379055,0
156521,1
310265,1
111491,1
106901,1
52377,1
19689,0
251364,1
184704,0
42766,0
255845,1
292433,0
208845,1
21470,0
185716,1
101702,0
201479,1
343632,1
275941,1
314504,1
178333,0
137345,0
213139,0
251370,1
232382,1
54147,0
24512,0
318165,0
18216,1
399574,1
195477,1
251312,1
175329,1
294033,0
225324,0
160422,1
135118,1
160409,1
402639,1
13679,0
43391,0
92817,1
186610,1
21577,0
250611,0
210229,0
115578,1
83675,1
379337,0
338252,0
213363,0
153777,0
135637,0
356006,1
238098,1
66879,1
337191,0
128832,1
271880,0
238530,1
343420,1
12780,0
117653,1
160348,0
215734,1
274556,0
322736,0
362003,1
71254,0
354149,1
85857,0
326593,1
103916,1
413487,0
243540,0
31586,1
145807,0
137798,1
142806,0
176981,1
74587,1
345040,1
303939,0
176604,1
227439,1
13058,1
346371,0
94954,0
378219,1
24888,1
192742,0
70715,1
397888,0
403450,1
336557,1
322765,0
333996,1
183870,1
192170,0
74733,0
63835,0
361756,1
252142,0
204896,0
228660,0
254100,0
43586,1
251345,1
303670,1
10271,0
353979,0
164347,1
153577,1
197331,1
102433,1
134965,0
317860,1
281191,1
55720,0
77013,0
84420,0
355439,0
108029,0
1025,0
200154,0
104756,0
215856,0
361681,0
121938,1
108025,0
78540,1
220404,1
169556,0
34432,1
141276,0
359611,1
176438,1
338451,1
368436,1
204320,0
264258,0
150573,0
45215,0
219800,1
82321,1
308211,0
69448,0
180147,1
12164,0
279922,0
44584,0
43039,0
196410,0
309679,1
398627,0
196065,1
63009,0
127509,0
219933,0
304383,1
137659,0
385223,0
239736,1
315180,1
264355,0
385604,0
169350,0
122653,0
25806,1
74509,1
405769,0
368448,1
413888,1
376463,1
193388,1
309979,0
142124,1
290451,1
200112,0
7440,1
90016,0
287368,1
62486,0
98568,1
330725,1
108471,0
55947,1
270008,0
131362,1
271047,0
92662,0
159885,1
43484,1
37776,1
232174,1
38675,1
361523,1
227181,0
95440,1
27906,1
393229,1
274929,0
371563,1
183591,1
203216,0
208960,1
214638,0
223294,0
305060,1
316612,1
153355,1
288192,0
44874,0
908,0
44361,1
41093,0
292227,1
380297,1
229583,1
225482,0
249537,1
198593,0
215905,0
114014,1
39988,1
215112,1
171178,0
91409,1
150975,1
331516,0
138907,1
84684,0
158512,1
304188,1
327402,0
401115,1
388271,1
179442,0
318055,0
412473,1
380122,0
214559,0
23780,1
204652,0
227070,1
222371,1
245338,1
15626,1
156419,1
276156,1
65205,0
311512,0
46263,0
387933,1
417825,1
417116,1
60297,1
61405,1
114436,0
352557,1
360746,0
336975,1
242234,1
60786,0
143924,0
25131,1
348846,0
57128,1
398680,0
388635,1
206985,1
242835,1
317647,1
417908,1
237218,1
356117,1
156597,1
183714,1
279473,0
191858,1
341575,1
2826,0
105287,0
385241,0
93994,0
372049,1
315661,0
232959,1
133890,1
37438,0
262625,1
267339,0
302626,1
222581,0
392357,0
417323,1
228138,0
223620,1
33791,0
393849,0
212792,0
186536,0
214997,1
67626,0
94787,1
157060,1
398648,0
222728,1
415338,0
250865,0
272207,1
60476,0
55251,0
418491,1
309623,1
159129,1
286082,0
383200,1
328858,1
265488,1
414219,0
332103,0
238076,1
49618,1
314587,0
411935,1
45385,0
36520,0
18049,1
121318,1
374509,0
20751,1
400177,1
171946,0
102977,0
154335,1
161639,1
76867,0
69665,1
130218,0
124304,1
381169,1
272148,1
109330,1
389068,1
82427,0
130988,0
403070,1
171646,1
168253,0
75856,1
20848,1
384121,1
388307,1
156479,1
340764,0
28583,1
108879,1
402960,1
331454,0
259886,1
238283,0
19169,1
126395,1
237007,0
294133,0
372527,1
40008,1
297503,1
391943,0
333526,1
50572,1
392054,0
68819,0
190626,1
29612,0
196133,1
192207,0
267141,1
198186,1
38815,0
152664,1
237189,1
337015,1
323899,0
270585,1
404790,1
212547,0
217005,1
421434,1
27649,0
102569,0
216700,1
72244,0
147372,1
80429,1
74444,0
330387,0
20510,1
115498,1
73866,1
272018,1
42494,0
399613,1
341191,1
292613,1
343422,1
156189,1
14214,0
267353,0
328774,1
77289,1
47373,1
402211,1
342021,1
370424,1
345267,1
309710,1
387828,0
278507,1
236242,1
60533,0
267507,0
398514,1
161774,1
92077,0
375930,1
321364,1
24399,1
5991,0
84282,0
57248,1
129262,1
275926,1
146583,0
377811,1
293573,1
308873,0
201113,1
121168,1
229768,1
292263,0
123572,1
27462,1
38330,1
417165,0
7631,1
96010,0
277432,1
249223,1
397945,0
106224,1
319992,1
420168,0
130661,0
404020,0
203747,0
177613,1
166760,1
143104,1
106813,0
149338,0
292986,0
257097,1
325328,0
67485,1
345218,1
72584,1
287031,1
371165,1
125370,1
315021,1
421266,1
379932,1
335327,0
204002,1
400600,0
100165,1
17748,1
241986,0
225776,1
108806,1
157010,0
230273,1
265779,1
136536,1
339607,1
313194,1
376184,1
387541,1
416307,0
180434,0
178375,0
72280,0
179978,1
247669,0
135293,1
224347,1
239502,1
285606,0
52442,1
145340,1
173688,0
17058,1
353463,1
97088,1
236390,0
408161,1
394011,0
75941,1
121922,1
26069,0
300342,1
171034,0
21486,0
281179,1
112215,1
272576,1
106018,1
6201,0
103465,1
353436,1
313215,1
52081,1
50810,0
258373,1
33109,0
390410,0
165595,1
118911,1
206798,1
64432,1
266965,1
122532,1
338857,0
172218,1
42908,1
12824,0
185081,0
162700,1
317548,0
378676,1
115383,1
185998,0
57352,1
250060,1
378169,1
130800,1
384501,1
73439,0
56433,0
400076,1
126776,1
348866,0
300323,1
144115,1
412028,1
152221,1
417482,1
232255,1
8422,1
108793,1
336862,0
221277,0
417428,1
270923,0
362993,1
282975,1
157676,1
118158,1
409957,0
286132,0
363914,0
83258,1
406087,0
53512,0
144038,1
147814,0
275206,0
196738,1
83838,0
238473,1
344294,1
156845,1
163085,1
375530,1
56010,1
21324,0
158418,0
189213,1
366230,1
148891,0
318421,1
415232,0
125929,1
263327,1
229113,1
170349,0
420772,0
291244,0
109849,1
336244,0
68797,0
247416,0
205157,1
185745,1
6629,0
9672,0
93097,1
39862,0
341544,1
401492,0
4888,1
349695,0
103220,0
206933,1
356381,1
374548,0
87115,1
4600,0
394314,1
115776,1
245283,1
405706,0
203727,0
167892,0
256337,0
126324,1
287401,1
316224,0
160765,1
192419,1
302636,1
75505,1
214506,0
263696,1
307445,1
129015,1
389127,1
289272,1
117946,1
63619,0
73027,0
147036,1
343545,1
25610,1
10595,1
208788,0
417545,1
137686,0
348470,1
377462,1
299213,1
54589,0
33897,0
291216,0
40559,1
197864,1
274791,1
172582,1
208371,0
285708,0
88100,1
341837,1
99139,1
173516,0
168979,1
95138,0
184563,1
296268,0
299717,0
206614,1
277746,1
409988,0
246436,1
144518,1
116783,1
326416,1
391319,1
322707,0
233792,0
107572,0
374591,0
113313,0
235983,1
180977,0
226616,1
194826,0
282142,1
158044,1
336187,1
9915,0
139483,1
39663,1
267344,0
234883,0
139915,1
367342,0
361064,1
207095,0
61127,0
338441,1
389554,1
249345,1
416686,1
142144,1
321632,1
205148,1
189008,0
375328,0
192520,1
273913,0
416508,1
279790,1
158757,1
340859,0
227043,1
160613,0
91156,1
283425,1
382714,0
356900,1
381,1
361223,0
143588,0
271601,0
340785,0
219916,0
52806,0
4341,1
104466,0
418029,0
162303,0
48984,0
60197,1
149741,1
342703,0
328815,1
229314,0
202086,0
346136,1
261910,0
96707,0
26662,0
67493,1
199463,1
314643,0
77388,1
331351,0
175610,1
237459,1
20520,1
367986,1
288893,0
79632,0
351810,1
104766,0
225070,1
203217,0
162955,1
262346,0
185480,1
15617,1
194438,1
318251,0
185689,1
44508,1
13575,1
75224,0
301014,1
30038,1
43736,1
3353,0
31656,1
259981,1
396606,1
171520,1
171145,0
238984,1
367598,1
220645,0
293015,0
400958,1
77842,0
155737,0
399829,0
269149,1
380320,0
328272,0
183419,1
62,1
141311,0
169248,1
238904,1
174821,1
308731,0
146771,1
142922,0
78890,0
65966,0
234728,1
339436,0
411784,0
220186,1
187887,0
254858,1
67508,1
402010,0
414778,1
273616,1
188432,0
54857,1
159853,1
367721,0
314695,0
140185,0
381609,0
52033,1
89578,0
206523,1
12204,0
31571,1
164310,1
281703,1
368492,0
314070,1
90543,0
4216,1
340914,0
380146,1
251233,0
359167,1
173007,0
400179,1
80748,0
117665,1
239092,1
263150,0
33915,0
95135,0
253505,0
307027,1
253420,0
88859,1
346197,1
63159,0
207321,0
52811,0
352372,1
317991,1
16302,0
177221,1
351826,1
381676,0
259639,0
322451,1
396385,0
95301,0
128401,0
397636,0
753,1
240715,1
312635,1
402869,1
96779,0
108984,0
113461,0
95984,0
283469,1
367646,0
176117,0
130178,0
2728,1
32364,1
330977,1
110459,1
107384,1
199078,0
224515,1
25625,1
416317,0
206021,1
195265,1
417609,1
370546,1
65785,0
369054,1
